pdb	RMSD_orig	RMSD_alt	pLDDT
5UM7B_028_1.pdb	1.569	7.075	74.775
2L57_068_1.pdb	3.502	1.712	76.081
3C71A_018_1.pdb	13.066	5.015	53.285
1LU4_129_1.pdb	0.591	2.754	77.340
5UM7B_090_1.pdb	1.664	7.088	72.535
2LS5A_070_1.pdb	1.239	5.556	85.660
3U5RE_066_1.pdb	1.454	5.942	70.369
3W8J_118_1.pdb	13.336	13.825	36.673
2LS5A_035_1.pdb	11.377	11.836	42.036
3U5RE_023_1.pdb	8.558	9.360	54.576
1LU4_191_1.pdb	0.454	1.665	88.626
4EUY_150_1.pdb	4.534	4.492	44.423
3IOSA_118_1.pdb	1.551	0.803	60.646
4NMUD_088_1.pdb	5.287	4.110	68.186
4EUY_115_1.pdb	4.690	4.610	83.868
3PH9_015_1.pdb	8.613	9.347	75.372
3PH9_050_1.pdb	8.353	9.172	74.127
3OR5A_180_1.pdb	2.186	2.122	57.775
6MZA_149_1.pdb	0.630	0.467	81.667
3C71A_121_1.pdb	10.694	13.365	44.743
5UM7B_111_1.pdb	1.722	6.561	75.198
1LU4_055_1.pdb	0.333	1.899	91.200
3W8J_099_1.pdb	3.503	3.648	76.469
5UM7B_154_1.pdb	1.744	6.660	76.764
1LU4_010_1.pdb	0.324	1.808	93.148
3GL5_068_1.pdb	10.817	11.419	72.669
2OKA_010_1.pdb	8.318	7.971	80.592
2OKA_055_1.pdb	8.051	7.238	77.669
3IOSA_099_1.pdb	1.035	1.742	82.363
4NMUD_109_1.pdb	1.428	3.473	87.846
4EUY_094_1.pdb	5.344	5.279	87.987
3KCMA_168_1.pdb	2.693	4.639	83.326
2EC4_080_1.pdb	3.598	4.576	58.700
3OR5A_044_1.pdb	1.998	3.620	62.791
3GL3D_062_1.pdb	7.763	6.079	47.289
3OR5A_001_1.pdb	8.783	13.548	41.496
3GL3D_027_1.pdb	2.598	8.967	81.885
6MZA_035_1.pdb	0.731	0.487	80.826
6MZA_070_1.pdb	0.645	0.523	78.579
3IOSA_021_1.pdb	0.719	1.620	91.597
4EUY_069_1.pdb	5.353	5.283	83.410
3KCMA_195_1.pdb	3.023	4.663	86.773
2EC4_038_1.pdb	3.640	4.411	47.510
3IOSA_064_1.pdb	0.715	1.935	82.678
1KNGA_057_1.pdb	4.983	4.470	50.713
3GL5_095_1.pdb	9.524	11.877	87.183
1KNGA_012_1.pdb	5.910	4.336	52.299
3W8J_064_1.pdb	6.105	6.856	47.069
3W8J_021_1.pdb	4.843	4.433	51.559
3KCMA_088_1.pdb	4.725	5.665	67.201
4EUY_174_1.pdb	6.979	6.897	57.434
4EUY_131_1.pdb	6.170	6.091	82.320
3PH9_031_1.pdb	6.203	6.765	40.010
6MZA_128_1.pdb	0.750	0.451	81.975
3W8J_179_1.pdb	4.716	4.378	43.782
3C71A_084_1.pdb	1.511	12.322	80.231
2LS5A_054_1.pdb	1.554	7.384	69.602
3U5RE_042_1.pdb	1.708	6.154	69.957
2LS5A_011_1.pdb	7.403	7.335	38.703
3U5RE_007_1.pdb	1.296	5.993	85.537
3GL5_188_1.pdb	10.732	12.685	59.550
3EMX_025_1.pdb	4.249	4.560	74.816
3GL5_175_1.pdb	10.190	11.863	82.809
2OKA_148_1.pdb	6.748	6.064	75.917
3GL5_130_1.pdb	4.843	12.776	58.005
1LU4_148_1.pdb	0.292	1.843	93.189
5UM7B_049_1.pdb	1.748	6.850	75.574
3W8J_184_1.pdb	8.961	10.415	41.257
2L57_009_1.pdb	2.137	2.691	84.440
3C71A_079_1.pdb	6.751	14.899	54.860
3OR5A_159_1.pdb	4.015	4.701	47.101
6MZA_190_1.pdb	0.894	0.629	79.948
4NMUD_051_1.pdb	1.735	3.378	73.637
3KCMA_030_1.pdb	3.887	5.317	65.879
3KCMA_075_1.pdb	4.005	6.200	74.434
4NMUD_014_1.pdb	1.274	3.385	88.216
3GL5_148_1.pdb	9.940	11.746	83.614
2OKA_130_1.pdb	6.216	5.975	56.897
3EMX_018_1.pdb	12.703	9.978	60.535
3C71A_044_1.pdb	1.264	12.484	90.867
2L57_034_1.pdb	11.275	10.760	35.686
3U5RE_082_1.pdb	2.737	10.224	53.006
1LU4_130_1.pdb	0.239	1.816	91.384
5UM7B_074_1.pdb	3.349	7.294	44.482
2LS5A_094_1.pdb	13.225	9.426	36.937
3C71A_001_1.pdb	2.482	12.987	74.424
2L57_071_1.pdb	2.189	4.297	61.982
1LU4_175_1.pdb	1.759	0.633	72.121
5UM7B_031_1.pdb	1.667	7.227	78.363
3OR5A_121_1.pdb	1.337	3.428	78.156
3GL3D_107_1.pdb	1.249	8.605	89.472
3OR5A_164_1.pdb	1.060	2.881	87.459
3GL3D_142_1.pdb	3.151	8.699	64.894
4NMUD_029_1.pdb	7.933	4.160	68.008
3KCMA_048_1.pdb	2.481	4.623	85.684
4NMUD_091_1.pdb	1.567	3.768	84.297
3IOSA_144_1.pdb	1.892	3.182	68.176
3IOSA_101_1.pdb	1.496	0.897	60.795
4EUY_149_1.pdb	7.408	7.374	41.669
6MZA_150_1.pdb	0.702	0.462	80.382
3OR5A_199_1.pdb	1.086	2.864	85.327
3PH9_049_1.pdb	8.733	9.408	55.409
6MZA_115_1.pdb	0.865	0.538	80.357
1LU4_188_1.pdb	0.430	1.953	82.840
3W8J_101_1.pdb	3.681	4.442	74.293
2LS5A_069_1.pdb	8.507	4.413	70.193
5UM7B_089_1.pdb	1.727	6.815	76.807
3W8J_144_1.pdb	4.318	3.986	66.917
1KNGA_132_1.pdb	5.730	10.490	36.077
1KNGA_177_1.pdb	8.539	3.738	54.137
3OR5A_084_1.pdb	1.142	2.741	82.412
6MZA_008_1.pdb	0.731	0.485	81.862
4EUY_011_1.pdb	5.321	5.256	86.191
3IOSA_059_1.pdb	0.876	1.809	88.745
2EC4_005_1.pdb	3.358	4.517	43.627
2EC4_040_1.pdb	3.630	4.308	41.054
4EUY_054_1.pdb	5.549	5.491	87.125
2OKA_095_1.pdb	7.006	5.718	76.279
1LU4_095_1.pdb	0.248	1.747	95.181
3U5RE_127_1.pdb	1.784	6.365	64.176
3W8J_059_1.pdb	4.530	4.004	69.617
3U5RE_162_1.pdb	1.846	7.779	62.346
1LU4_068_1.pdb	2.287	4.779	60.009
2OKA_068_1.pdb	7.109	6.116	73.215
1KNGA_097_1.pdb	4.438	4.164	56.838
3GL5_010_1.pdb	10.262	12.263	83.984
3GL5_055_1.pdb	9.416	11.778	85.783
3KCMA_155_1.pdb	5.198	6.419	50.573
4NMUD_134_1.pdb	4.613	2.222	67.807
4NMUD_171_1.pdb	1.232	3.305	83.396
3KCMA_110_1.pdb	3.200	4.641	83.961
3OR5A_079_1.pdb	1.587	3.837	73.013
3U5RE_038_1.pdb	2.129	7.892	63.781
3W8J_103_1.pdb	10.081	11.503	35.267
3W8J_146_1.pdb	10.142	10.211	38.199
1KNGA_130_1.pdb	8.712	6.186	45.862
1KNGA_175_1.pdb	14.253	12.165	35.120
3IOSA_146_1.pdb	15.395	15.684	47.434
4NMUD_093_1.pdb	1.398	3.284	84.891
3IOSA_103_1.pdb	14.115	5.863	48.253
6MZA_152_1.pdb	0.730	0.493	81.561
6MZA_117_1.pdb	0.647	0.462	80.545
3OR5A_123_1.pdb	2.986	4.329	50.659
3GL3D_105_1.pdb	1.397	8.614	75.612
3OR5A_166_1.pdb	0.886	2.893	81.389
3GL3D_140_1.pdb	4.729	8.085	66.355
1KNGA_188_1.pdb	6.345	3.785	54.960
2OKA_132_1.pdb	6.912	6.492	70.238
3C71A_046_1.pdb	1.735	11.990	76.530
2L57_036_1.pdb	2.065	3.068	76.327
1LU4_132_1.pdb	1.662	0.392	68.946
3U5RE_080_1.pdb	4.757	7.604	53.502
5UM7B_076_1.pdb	1.611	6.507	64.040
2LS5A_096_1.pdb	1.314	8.203	81.933
3C71A_003_1.pdb	6.123	11.924	49.550
2L57_073_1.pdb	2.543	3.734	63.481
1LU4_177_1.pdb	0.710	1.964	87.702
5UM7B_033_1.pdb	1.695	7.365	76.785
3KCMA_157_1.pdb	4.725	7.009	51.699
4NMUD_136_1.pdb	1.484	3.332	79.449
3KCMA_112_1.pdb	3.342	4.844	69.578
3GL3D_018_1.pdb	10.385	6.692	44.813
1KNGA_095_1.pdb	5.481	3.777	48.767
3GL5_012_1.pdb	9.915	11.752	82.740
3GL5_057_1.pdb	9.424	12.210	90.985
1KNGA_068_1.pdb	9.755	6.703	48.751
2OKA_097_1.pdb	5.992	5.968	77.798
3U5RE_125_1.pdb	9.677	3.444	50.345
1LU4_097_1.pdb	1.482	0.635	64.219
3U5RE_160_1.pdb	1.766	6.583	65.053
3OR5A_086_1.pdb	2.230	3.379	63.784
4EUY_013_1.pdb	5.387	5.321	89.240
2EC4_007_1.pdb	3.657	4.439	41.452
2EC4_042_1.pdb	3.692	4.478	36.542
4EUY_056_1.pdb	5.402	5.334	90.956
1KNGA_055_1.pdb	2.042	7.784	82.542
3GL5_097_1.pdb	10.034	11.855	83.918
1KNGA_010_1.pdb	1.881	7.005	82.971
3W8J_066_1.pdb	11.175	11.304	37.422
3U5RE_118_1.pdb	1.707	5.408	70.174
3W8J_023_1.pdb	4.260	4.170	77.655
6MZA_037_1.pdb	0.667	0.459	83.096
6MZA_072_1.pdb	0.678	0.450	83.065
3IOSA_023_1.pdb	1.053	2.203	86.180
3KCMA_197_1.pdb	5.421	11.278	51.716
3IOSA_066_1.pdb	0.739	1.753	87.444
4EUY_096_1.pdb	5.381	5.315	89.714
2EC4_082_1.pdb	3.709	4.511	44.535
3OR5A_046_1.pdb	0.934	2.789	85.618
3GL3D_060_1.pdb	1.880	8.248	57.903
3OR5A_003_1.pdb	1.041	2.552	82.397
3GL3D_025_1.pdb	9.111	4.464	44.214
3C71A_123_1.pdb	9.387	14.387	49.259
5UM7B_113_1.pdb	1.791	6.706	73.214
1LU4_057_1.pdb	0.382	1.537	88.391
1LU4_012_1.pdb	2.479	1.378	65.043
2OKA_012_1.pdb	8.250	7.637	83.109
2OKA_057_1.pdb	6.921	5.900	82.493
6MZA_192_1.pdb	0.860	0.605	64.293
3GL3D_138_1.pdb	8.967	4.328	55.996
4NMUD_053_1.pdb	1.658	3.879	82.374
3KCMA_032_1.pdb	3.202	4.614	88.341
3KCMA_077_1.pdb	5.205	6.239	60.513
4NMUD_016_1.pdb	1.910	3.395	76.740
3EMX_027_1.pdb	4.465	4.563	57.682
3GL5_177_1.pdb	10.122	11.743	83.632
3GL5_132_1.pdb	10.426	11.435	83.880
3W8J_186_1.pdb	5.495	7.184	39.808
3C71A_086_1.pdb	11.400	8.265	59.066
2LS5A_056_1.pdb	1.775	6.218	63.068
3U5RE_040_1.pdb	1.696	6.654	74.953
2LS5A_013_1.pdb	1.731	4.779	72.312
3U5RE_005_1.pdb	1.289	6.239	86.193
1KNGA_148_1.pdb	6.266	7.748	61.633
4EUY_133_1.pdb	5.474	5.408	88.920
3PH9_033_1.pdb	9.196	10.188	66.771
3C71A_107_1.pdb	2.493	11.591	72.178
5UM7B_137_1.pdb	1.883	6.843	72.397
1LU4_073_1.pdb	0.406	1.477	89.018
3U5RE_184_1.pdb	1.673	6.313	73.465
1LU4_036_1.pdb	1.510	0.742	64.143
2OKA_036_1.pdb	6.707	6.133	72.753
2OKA_073_1.pdb	6.061	6.036	79.212
3OR5A_062_1.pdb	5.578	4.676	58.975
3GL3D_044_1.pdb	1.326	8.611	88.513
3OR5A_027_1.pdb	4.261	5.380	55.709
3GL3D_001_1.pdb	1.788	8.668	87.520
6MZA_013_1.pdb	0.706	0.524	80.858
6MZA_056_1.pdb	0.849	0.581	76.188
3IOSA_007_1.pdb	1.254	3.242	67.539
3IOSA_042_1.pdb	2.445	5.847	55.349
1KNGA_071_1.pdb	1.887	6.950	84.547
1KNGA_034_1.pdb	2.021	7.469	82.185
3U5RE_179_1.pdb	1.772	6.066	66.991
4EUY_1.pdb	5.511	5.439	92.195
3W8J_042_1.pdb	4.279	4.240	75.144
3W8J_007_1.pdb	11.599	11.346	39.402
4EUY_152_1.pdb	5.400	5.340	88.467
4EUY_117_1.pdb	5.447	5.389	87.805
3PH9_017_1.pdb	9.626	10.447	45.301
3OR5A_182_1.pdb	2.418	3.361	58.636
5UM7B_092_1.pdb	1.546	6.358	75.932
2LS5A_072_1.pdb	4.898	10.855	63.689
3U5RE_064_1.pdb	10.748	8.373	47.317
2LS5A_037_1.pdb	6.219	5.237	61.912
1LU4_193_1.pdb	0.397	1.633	88.371
3U5RE_021_1.pdb	1.279	5.236	83.860
1KNGA_129_1.pdb	5.477	5.264	57.296
3EMX_003_1.pdb	2.918	4.850	67.463
3GL5_153_1.pdb	9.812	11.954	83.626
3GL5_116_1.pdb	10.360	12.007	83.719
1KNGA_191_1.pdb	8.998	5.191	53.282
3U5RE_099_1.pdb	1.204	5.871	78.726
3GL3D_159_1.pdb	1.661	8.614	73.770
4NMUD_077_1.pdb	5.374	5.379	64.700
3KCMA_016_1.pdb	3.257	6.165	74.952
3KCMA_053_1.pdb	4.483	3.686	66.109
4NMUD_032_1.pdb	1.400	3.500	88.920
2OKA_153_1.pdb	6.702	5.996	76.205
2OKA_116_1.pdb	7.008	5.929	59.308
3C71A_062_1.pdb	11.825	7.239	46.182
2L57_012_1.pdb	4.192	2.468	67.374
1LU4_116_1.pdb	1.441	1.782	64.351
5UM7B_052_1.pdb	1.759	5.551	74.709
3C71A_027_1.pdb	12.805	9.665	49.554
2L57_057_1.pdb	2.070	2.886	78.785
1LU4_153_1.pdb	1.322	0.456	73.302
5UM7B_017_1.pdb	1.806	6.483	74.555
3OR5A_107_1.pdb	4.364	5.750	60.391
3GL3D_121_1.pdb	6.829	4.794	66.577
3OR5A_142_1.pdb	3.232	4.292	51.367
3GL3D_164_1.pdb	2.688	8.956	71.752
3IOSA_162_1.pdb	1.067	1.698	72.803
3IOSA_127_1.pdb	1.453	1.243	66.411
3KCMA_093_1.pdb	2.997	4.856	81.056
6MZA_176_1.pdb	0.843	0.569	78.464
6MZA_133_1.pdb	0.668	0.550	79.626
3W8J_127_1.pdb	4.287	4.332	77.123
3U5RE_059_1.pdb	2.022	6.272	60.127
3W8J_162_1.pdb	4.617	4.240	62.520
1KNGA_114_1.pdb	4.811	5.038	57.645
3GL5_193_1.pdb	9.848	11.641	83.720
1KNGA_151_1.pdb	10.237	5.982	40.530
3GL3D_084_1.pdb	9.236	5.713	54.697
4EUY_037_1.pdb	5.315	5.253	85.359
2EC4_023_1.pdb	3.665	4.469	44.093
2EC4_066_1.pdb	3.743	4.447	54.554
4EUY_072_1.pdb	5.065	4.977	82.244
1KNGA_009_1.pdb	4.292	9.706	61.813
3U5RE_101_1.pdb	1.995	8.003	65.474
3U5RE_144_1.pdb	2.446	7.134	54.140
3W8J_082_1.pdb	6.007	7.197	42.689
3GL5_036_1.pdb	10.073	11.841	77.306
3GL5_073_1.pdb	6.417	12.190	60.855
3KCMA_173_1.pdb	5.129	4.802	58.048
4NMUD_112_1.pdb	6.731	2.766	57.359
3IOSA_082_1.pdb	1.483	1.792	73.112
4NMUD_157_1.pdb	1.518	3.759	83.491
3KCMA_136_1.pdb	4.907	5.695	65.321
3GL3D_079_1.pdb	3.517	8.464	60.752
6MZA_096_1.pdb	0.593	0.444	80.714
3EMX_007_1.pdb	4.367	4.637	76.196
3GL5_157_1.pdb	10.454	11.746	82.494
3GL5_112_1.pdb	9.901	11.814	81.803
1KNGA_195_1.pdb	8.670	6.755	55.710
3EMX_1.pdb	2.301	4.402	94.052
3GL3D_118_1.pdb	10.566	5.112	45.491
3KCMA_012_1.pdb	2.905	4.560	88.458
4NMUD_073_1.pdb	4.551	8.877	53.966
4NMUD_036_1.pdb	2.767	2.306	68.113
3KCMA_057_1.pdb	2.677	4.938	85.040
4EUY_156_1.pdb	5.471	5.416	90.359
4EUY_113_1.pdb	5.387	5.323	84.089
3PH9_013_1.pdb	8.333	9.104	72.447
3OR5A_186_1.pdb	0.954	2.916	85.008
5UM7B_096_1.pdb	1.714	5.478	63.060
2LS5A_076_1.pdb	1.422	6.251	84.610
3U5RE_060_1.pdb	1.476	6.107	71.734
2LS5A_033_1.pdb	1.280	7.195	74.516
1LU4_197_1.pdb	0.243	1.652	91.512
3U5RE_025_1.pdb	1.245	5.324	83.713
1KNGA_168_1.pdb	10.085	6.624	37.721
6MZA_017_1.pdb	0.744	0.441	81.892
6MZA_052_1.pdb	0.783	0.544	80.304
3IOSA_003_1.pdb	0.822	1.910	91.186
3IOSA_046_1.pdb	0.734	1.820	91.493
1KNGA_075_1.pdb	6.579	8.398	52.109
1KNGA_030_1.pdb	6.156	5.412	58.166
3W8J_046_1.pdb	13.147	13.123	40.230
3U5RE_138_1.pdb	1.971	5.943	67.586
3W8J_003_1.pdb	3.668	3.491	72.386
3C71A_103_1.pdb	12.675	6.424	50.324
5UM7B_133_1.pdb	1.718	5.929	71.432
1LU4_077_1.pdb	0.225	1.818	90.858
3U5RE_180_1.pdb	6.126	3.975	48.026
1LU4_032_1.pdb	1.736	0.423	65.092
2OKA_032_1.pdb	7.048	5.923	67.475
1KNGA_088_1.pdb	4.397	3.772	51.521
2OKA_077_1.pdb	6.406	5.751	70.704
3OR5A_066_1.pdb	1.103	2.992	76.586
3GL3D_040_1.pdb	1.417	8.763	89.304
3OR5A_023_1.pdb	1.655	3.708	83.311
3GL3D_005_1.pdb	7.802	4.355	57.460
3W8J_086_1.pdb	10.114	10.224	36.726
3GL5_032_1.pdb	10.051	11.565	82.382
3GL5_077_1.pdb	10.544	11.289	76.961
4NMUD_116_1.pdb	2.121	4.298	74.958
3KCMA_177_1.pdb	3.894	4.823	76.322
3KCMA_132_1.pdb	4.046	5.328	73.889
3IOSA_086_1.pdb	1.017	2.072	83.758
4NMUD_153_1.pdb	4.567	4.380	63.629
3GL3D_038_1.pdb	7.627	4.848	55.805
6MZA_092_1.pdb	0.695	0.477	79.353
3GL3D_080_1.pdb	7.280	6.557	40.622
2EC4_027_1.pdb	3.647	4.429	74.270
4EUY_033_1.pdb	5.315	5.249	89.221
4EUY_076_1.pdb	5.543	5.451	82.481
2EC4_062_1.pdb	3.695	4.517	38.715
1KNGA_048_1.pdb	7.366	6.375	51.020
3U5RE_105_1.pdb	3.832	7.467	52.013
3U5RE_140_1.pdb	3.938	10.085	51.551
3IOSA_166_1.pdb	1.655	1.251	64.116
3KCMA_097_1.pdb	3.086	4.838	89.030
3IOSA_123_1.pdb	0.663	1.729	91.772
6MZA_172_1.pdb	0.721	0.510	77.896
6MZA_137_1.pdb	0.852	0.634	75.839
3U5RE_018_1.pdb	3.136	10.475	61.019
2OKA_1.pdb	8.115	7.416	93.156
3W8J_123_1.pdb	4.415	4.125	66.216
3W8J_166_1.pdb	3.613	3.552	86.105
1KNGA_110_1.pdb	4.830	4.344	57.670
3GL5_197_1.pdb	9.870	11.627	84.129
1KNGA_155_1.pdb	9.629	4.728	57.513
2OKA_157_1.pdb	6.508	6.114	56.359
2OKA_112_1.pdb	6.422	5.955	77.211
3C71A_066_1.pdb	11.519	8.405	68.082
2L57_016_1.pdb	2.131	2.330	87.575
1LU4_112_1.pdb	1.169	1.076	58.430
5UM7B_056_1.pdb	7.002	8.718	50.773
3C71A_023_1.pdb	3.987	14.490	48.273
2L57_053_1.pdb	2.158	2.778	74.349
1LU4_157_1.pdb	0.263	1.843	93.489
5UM7B_013_1.pdb	1.784	6.547	73.043
3OR5A_103_1.pdb	1.115	2.648	87.672
3GL3D_125_1.pdb	2.178	8.751	66.424
3OR5A_146_1.pdb	8.409	11.471	36.948
3GL3D_160_1.pdb	1.997	9.058	66.535
1KNGA_029_1.pdb	4.402	3.418	57.013
2OKA_093_1.pdb	6.513	6.056	68.728
3U5RE_121_1.pdb	2.238	8.010	69.768
1LU4_093_1.pdb	0.284	1.795	93.787
3U5RE_164_1.pdb	6.374	4.225	47.244
3OR5A_082_1.pdb	0.982	2.766	82.250
2EC4_003_1.pdb	2.680	3.064	46.596
4EUY_017_1.pdb	5.563	5.499	89.796
4EUY_052_1.pdb	5.011	4.929	76.638
2EC4_046_1.pdb	3.842	4.566	52.343
4NMUD_132_1.pdb	2.195	3.360	69.358
3KCMA_153_1.pdb	3.631	5.106	65.379
3KCMA_116_1.pdb	3.905	5.436	72.140
3GL3D_059_1.pdb	7.266	5.232	47.322
3U5RE_199_1.pdb	1.919	6.228	66.759
1KNGA_091_1.pdb	14.794	10.343	50.541
3GL5_016_1.pdb	10.569	11.509	79.918
3GL5_053_1.pdb	10.256	11.643	81.814
3OR5A_127_1.pdb	1.717	3.458	61.560
3GL3D_101_1.pdb	1.585	8.138	61.271
3OR5A_162_1.pdb	0.867	2.592	77.946
3GL3D_144_1.pdb	5.038	4.414	61.848
2OKA_136_1.pdb	6.922	5.878	82.128
3C71A_042_1.pdb	1.308	12.584	87.120
2L57_032_1.pdb	2.076	2.857	74.366
1LU4_136_1.pdb	2.108	0.688	72.666
3U5RE_084_1.pdb	1.556	6.191	73.032
5UM7B_072_1.pdb	1.761	6.814	70.871
2LS5A_092_1.pdb	14.950	10.149	38.123
3C71A_007_1.pdb	1.796	12.857	84.891
2L57_077_1.pdb	2.221	2.778	79.550
1LU4_173_1.pdb	0.248	1.694	93.850
5UM7B_037_1.pdb	1.777	6.709	73.107
3W8J_107_1.pdb	8.562	10.787	41.045
3U5RE_079_1.pdb	1.485	5.678	73.576
3W8J_142_1.pdb	4.500	4.333	67.502
1KNGA_134_1.pdb	2.061	5.553	74.852
1KNGA_171_1.pdb	4.492	5.378	52.906
3IOSA_142_1.pdb	0.725	1.648	89.977
4NMUD_097_1.pdb	1.418	3.842	81.978
3IOSA_107_1.pdb	1.237	3.147	66.226
6MZA_156_1.pdb	0.692	0.573	69.292
6MZA_113_1.pdb	0.733	0.466	79.005
3C71A_082_1.pdb	2.521	13.077	68.644
2LS5A_052_1.pdb	1.335	6.012	83.486
3U5RE_044_1.pdb	1.335	5.332	85.347
2LS5A_017_1.pdb	9.638	8.470	37.835
3U5RE_001_1.pdb	1.317	5.354	83.941
1KNGA_109_1.pdb	5.033	3.422	52.361
4EUY_172_1.pdb	4.179	4.105	67.055
4EUY_137_1.pdb	5.355	5.278	84.182
3PH9_037_1.pdb	9.998	10.917	71.330
6MZA_196_1.pdb	0.685	0.596	71.931
3KCMA_036_1.pdb	3.417	4.569	89.878
4NMUD_057_1.pdb	1.758	3.477	81.600
4NMUD_012_1.pdb	3.086	3.117	72.215
3KCMA_073_1.pdb	2.865	4.673	86.711
3EMX_023_1.pdb	4.324	4.570	73.834
3GL5_173_1.pdb	9.846	11.753	75.668
3GL5_136_1.pdb	9.636	11.971	86.492
3W8J_182_1.pdb	6.771	9.487	35.629
4EUY_092_1.pdb	1.858	1.517	56.184
3OR5A_042_1.pdb	1.005	2.610	79.879
3GL3D_064_1.pdb	1.880	8.888	57.501
3OR5A_007_1.pdb	1.301	3.165	82.663
3GL3D_021_1.pdb	1.362	8.657	89.146
3C71A_127_1.pdb	1.701	12.708	84.297
5UM7B_117_1.pdb	1.685	6.220	71.777
1LU4_053_1.pdb	0.267	1.804	91.052
5UM7B_152_1.pdb	1.548	7.670	70.246
1LU4_016_1.pdb	0.223	1.798	94.377
2OKA_016_1.pdb	8.270	7.664	81.587
2OKA_053_1.pdb	8.048	7.611	68.369
1KNGA_051_1.pdb	5.921	10.321	54.827
3GL5_093_1.pdb	10.384	11.702	76.192
1KNGA_014_1.pdb	8.681	9.986	57.167
3U5RE_159_1.pdb	1.214	5.901	68.404
3W8J_062_1.pdb	4.840	7.252	41.661
3W8J_027_1.pdb	4.473	4.296	80.235
6MZA_033_1.pdb	4.434	4.219	43.962
3GL3D_099_1.pdb	12.369	11.860	43.795
6MZA_076_1.pdb	0.851	0.570	69.910
3KCMA_193_1.pdb	3.944	6.870	73.029
3IOSA_027_1.pdb	1.053	2.050	81.918
3IOSA_062_1.pdb	1.522	0.975	71.690
2OKA_109_1.pdb	6.283	5.965	77.439
3EMX_021_1.pdb	4.620	10.509	42.639
3GL5_171_1.pdb	9.977	11.642	80.602
3GL5_134_1.pdb	10.408	11.550	80.676
5UM7B_008_1.pdb	1.726	7.132	78.695
2L57_048_1.pdb	2.222	3.226	81.045
3C71A_038_1.pdb	12.862	5.498	48.147
1LU4_109_1.pdb	0.240	1.832	89.903
3W8J_180_1.pdb	4.270	4.225	73.068
6MZA_194_1.pdb	0.788	0.550	78.985
3OR5A_118_1.pdb	4.065	2.868	55.744
3KCMA_034_1.pdb	3.096	4.863	85.021
4NMUD_055_1.pdb	1.478	3.532	84.987
4NMUD_010_1.pdb	4.165	6.444	65.299
3KCMA_071_1.pdb	4.907	6.873	69.311
4EUY_170_1.pdb	5.210	5.130	79.763
3IOSA_138_1.pdb	0.778	1.700	88.039
4EUY_135_1.pdb	3.839	3.759	82.278
3PH9_035_1.pdb	10.400	11.284	66.391
6MZA_169_1.pdb	0.712	0.653	74.445
3C71A_080_1.pdb	10.388	8.120	70.551
2LS5A_050_1.pdb	8.642	7.267	38.346
3U5RE_046_1.pdb	1.236	6.622	82.356
3W8J_138_1.pdb	10.758	11.727	36.623
2LS5A_015_1.pdb	2.138	5.850	65.037
3U5RE_003_1.pdb	1.374	6.212	86.128
6MZA_031_1.pdb	0.764	0.516	80.275
6MZA_074_1.pdb	0.698	0.557	72.325
2EC4_079_1.pdb	3.673	4.345	40.108
3KCMA_191_1.pdb	3.719	4.883	74.976
3IOSA_025_1.pdb	0.751	1.758	91.716
3IOSA_060_1.pdb	0.844	1.970	84.928
4EUY_028_1.pdb	5.442	5.374	91.689
1KNGA_053_1.pdb	5.571	4.920	53.933
3GL5_091_1.pdb	10.115	11.844	81.785
1KNGA_016_1.pdb	5.021	7.064	53.920
3W8J_060_1.pdb	12.520	13.204	35.609
3W8J_025_1.pdb	3.576	4.151	81.577
3C71A_125_1.pdb	10.691	6.021	62.197
5UM7B_115_1.pdb	5.424	7.593	61.029
1LU4_051_1.pdb	0.207	1.812	93.678
5UM7B_150_1.pdb	2.197	9.234	64.544
1LU4_014_1.pdb	0.300	1.690	92.227
2OKA_014_1.pdb	8.145	7.483	81.291
3GL5_029_1.pdb	9.158	12.374	71.044
2OKA_051_1.pdb	7.013	5.966	75.360
4NMUD_148_1.pdb	5.640	3.073	59.388
3KCMA_129_1.pdb	3.311	4.715	86.837
4EUY_090_1.pdb	5.383	5.324	86.765
3OR5A_040_1.pdb	2.233	3.805	71.332
3GL3D_066_1.pdb	1.387	8.703	88.173
6MZA_089_1.pdb	1.021	0.726	65.911
3OR5A_005_1.pdb	1.143	2.778	86.972
3GL3D_023_1.pdb	1.533	8.602	80.542
1LU4_029_1.pdb	0.264	1.870	92.454
5UM7B_128_1.pdb	1.673	5.542	68.054
3C71A_118_1.pdb	3.486	13.067	60.050
1KNGA_093_1.pdb	5.801	8.593	41.764
3GL5_014_1.pdb	10.478	11.439	79.442
2OKA_029_1.pdb	8.126	7.507	74.566
3GL5_051_1.pdb	10.023	11.916	83.656
4NMUD_130_1.pdb	1.328	3.638	86.765
3KCMA_151_1.pdb	4.822	5.719	50.225
3KCMA_114_1.pdb	3.458	4.692	86.915
3OR5A_038_1.pdb	1.145	2.810	87.403
6MZA_049_1.pdb	0.782	0.565	80.479
3OR5A_080_1.pdb	1.208	3.232	70.571
2EC4_001_1.pdb	3.643	4.527	50.114
4EUY_015_1.pdb	5.369	5.309	86.908
4EUY_050_1.pdb	5.918	5.840	83.903
3IOSA_018_1.pdb	0.866	1.892	83.575
2EC4_044_1.pdb	3.740	4.413	41.785
2OKA_091_1.pdb	6.353	5.963	72.943
3W8J_018_1.pdb	3.629	3.629	59.314
1LU4_091_1.pdb	0.331	1.633	92.709
3U5RE_123_1.pdb	5.701	8.693	51.573
