Hit,Z-score,rmsd,lali,nres,%id,Description
3d4t-A,6.8,2.9,83,96,19,PUTATIVE UNCHARACTERIZED PROTEIN             
3ihg-B,6.8,2.8,95,535,16,RDME                                         
2p0g-B,6.8,2.5,74,80,9,SELENOPROTEIN W-RELATED PROTEIN              
4tw5-D,6.8,2.4,91,264,12,EPS1P                                        
4pwp-A,6.8,3,105,250,18,DSBA                                         
3dvx-B,6.8,3,102,186,14,THIOL:DISULFIDE INTERCHANGE PROTEIN DSBA     
3dvw-A,6.8,2.9,102,191,16,THIOL:DISULFIDE INTERCHANGE PROTEIN DSBA     
3hz8-A,6.8,2.9,102,192,16,THIOL:DISULFIDE INTERCHANGE PROTEIN DSBA     
4zl9-A,6.8,2.9,102,187,21,THIOL:DISULFIDE INTERCHANGE PROTEIN DSBA     
6gcs-f,6.8,2.4,72,80,7,75-KDA PROTEIN (NUAM)                        
3a3t-B,6.8,2.9,102,193,16,THIOL:DISULFIDE INTERCHANGE PROTEIN DSBA     
3a3t-F,6.8,2.9,102,193,17,THIOL:DISULFIDE INTERCHANGE PROTEIN DSBA     
4mly-A,6.8,3.1,98,196,14,DSBP                                         
4ml6-D,6.8,2.9,95,201,14,DSBP                                         
4mly-C,6.8,2.7,94,202,14,DSBP                                         
4ml1-C,6.8,3.1,98,202,14,DSBP                                         
2mcs-A,6.8,2.5,91,128,14,THIOREDOXIN                                  
4nv2-A,6.7,2.7,75,264,9,VKORC1/THIOREDOXIN DOMAIN PROTEIN            
3f9u-B,6.7,3.4,95,148,12,PUTATIVE EXPORTED CYTOCHROME C BIOGENESIS-REL 
1hyu-A,6.7,2.3,86,521,16,ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT F      
1z9h-A,6.7,2.9,76,274,14,MEMBRANE-ASSOCIATED PROSTAGLANDIN E SYNTHASE- 
1pqn-A,6.7,3.1,97,127,12,SPLICEOSOMAL U5 SNRNP-SPECIFIC 15 KDA PROTEIN 
3kp9-A,6.7,2.7,76,259,9,VKORC1/THIOREDOXIN DOMAIN PROTEIN            
3wzt-E,6.7,2.4,81,94,6,UDP-GLUCOSE-GLYCOPROTEIN GLUCOSYLTRANSFERASE- 
3fz5-A,6.7,2.8,91,190,8,POSSIBLE 2-HYDROXYCHROMENE-2-CARBOXYLATE ISOM 
4ml6-B,6.7,2.8,94,201,14,DSBP                                         
3fhk-D,6.7,2.9,96,143,13,UPF0403 PROTEIN YPHP                         
2lqo-A,6.6,2.3,74,88,19,PUTATIVE GLUTAREDOXIN RV3198.1/MT3292        
4cy8-B,6.6,3.6,105,535,12,2-HYDROXYBIPHENYL 3-MONOOXYGENASE            
4z2u-B,6.6,3.7,106,563,12,2-HYDROXYBIPHENYL-3-MONOOXYGENASE            
5d96-D,6.6,2.4,94,234,18,SULFHYDRYL OXIDASE 1                         
4z2t-A,6.6,3.6,105,559,12,2-HYDROXYBIPHENYL-3-MONOOXYGENASE            
1h75-A,6.6,2.4,71,76,10,GLUTAREDOXIN-LIKE PROTEIN NRDH               
5xtd-F,6.6,2.2,74,83,14,NADH DEHYDROGENASE [UBIQUINONE] FLAVOPROTEIN 
3hd5-C,6.6,2.8,89,181,18,THIOL:DISULFIDE INTERCHANGE PROTEIN DSBA     
5xtb-F,6.6,2.2,74,83,14,NADH DEHYDROGENASE [UBIQUINONE] FLAVOPROTEIN 
4ml1-B,6.6,3.1,97,204,14,DSBP                                         
4ml1-A,6.6,2.8,94,202,13,DSBP                                         
4ml1-D,6.6,3.1,98,203,14,DSBP                                         
4mly-D,6.6,2.8,95,201,13,DSBP                                         
4mly-B,6.6,2.8,94,201,13,DSBP                                         
5crd-A,6.5,3,94,348,6,CALSEQUESTRIN-1                              
4z2r-A,6.5,3.5,97,566,13,2-HYDROXYBIPHENYL-3-MONOOXYGENASE            
3kzq-F,6.5,2.9,100,206,12,PUTATIVE UNCHARACTERIZED PROTEIN VP2116      
3kzq-D,6.5,2.9,100,206,11,PUTATIVE UNCHARACTERIZED PROTEIN VP2116      
3kzq-C,6.5,2.9,100,206,11,PUTATIVE UNCHARACTERIZED PROTEIN VP2116      
4dvc-A,6.5,3,96,184,21,THIOL:DISULFIDE INTERCHANGE PROTEIN DSBA     
5ldw-S,6.5,2.2,74,80,12,NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 3       
2ime-A,6.5,2.7,93,203,14,2-HYDROXYCHROMENE-2-CARBOXYLATE ISOMERASE    
1zyn-B,6.5,2.2,84,196,18,ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT F      
2ywm-D,6.5,2.7,91,227,19,GLUTAREDOXIN-LIKE PROTEIN                    
4ml6-A,6.5,2.9,95,202,14,DSBP                                         
5zpv-A,6.5,3.1,90,106,16,"THIOREDOXIN (H-TYPE,TRX-H)                   "
5aj3-c,6.4,2.1,74,169,12,MITORIBOSOMAL 12S RRNA                       
3kzq-A,6.4,3,100,206,12,PUTATIVE UNCHARACTERIZED PROTEIN VP2116      
3uom-F,6.4,3,94,350,6,CALSEQUESTRIN-1                              
1xpv-A,6.4,2.7,73,78,14,HYPOTHETICAL PROTEIN XCC2852                 
2ojl-A,6.4,2.4,71,79,8,HYPOTHETICAL PROTEIN                         
3kzq-E,6.4,2.9,100,206,11,PUTATIVE UNCHARACTERIZED PROTEIN VP2116      
3kzq-B,6.4,3,100,206,12,PUTATIVE UNCHARACTERIZED PROTEIN VP2116      
4mcu-E,6.4,3.2,93,190,14,THIOL:DISULFIDE INTERCHANGE PROTEIN          
1s3a-A,6.4,2.8,76,85,16,NADH-UBIQUINONE OXIDOREDUCTASE B8 SUBUNIT    
2qgv-A,6.4,3.4,95,121,13,HYDROGENASE-1 OPERON PROTEIN HYAE            
3ira-A,6.4,2.7,94,172,15,CONSERVED PROTEIN                            
2imf-A,6.4,2.6,92,203,13,2-HYDROXYCHROMENE-2-CARBOXYLATE ISOMERASE    
3wzs-A,6.4,2.7,93,145,10,UDP-GLUCOSE-GLYCOPROTEIN GLUCOSYLTRANSFERASE- 
2ec4-A,6.3,3.3,105,171,10,FAS-ASSOCIATED FACTOR 1                      
3qcp-A,6.3,3.1,98,410,13,QSOX FROM TRYPANOSOMA BRUCEI (TBQSOX)        
2oka-A,6.3,2.5,74,84,9,HYPOTHETICAL PROTEIN                         
3hd5-B,6.3,3,92,179,20,THIOL:DISULFIDE INTERCHANGE PROTEIN DSBA     
3ec3-A,6.3,2.9,88,231,8,PROTEIN DISULFIDE-ISOMERASE A4               
5n8y-I,6.3,2.9,82,93,4,CIRCADIAN CLOCK PROTEIN KINASE KAIC          
3rpn-D,6.3,2.8,95,220,12,GLUTATHIONE S-TRANSFERASE KAPPA 1            
3rpn-C,6.3,2.8,95,220,14,GLUTATHIONE S-TRANSFERASE KAPPA 1            
3rpn-F,6.3,2.8,95,220,14,GLUTATHIONE S-TRANSFERASE KAPPA 1            
3rpn-E,6.3,2.8,95,220,14,GLUTATHIONE S-TRANSFERASE KAPPA 1            
4z7x-A,6.2,3.2,108,211,9,MDBA                                         
4k5r-B,6.2,2.9,88,491,20,OXYGENASE                                    
2obk-F,6.2,2.6,74,86,11,SELT/SELW/SELH SELENOPROTEIN DOMAIN          
3l9v-A,6.2,3.2,97,182,16,PUTATIVE THIOL-DISULFIDE ISOMERASE OR THIORED 
1r4w-A,6.2,2.9,95,221,13,"GLUTATHIONE S-TRANSFERASE, MITOCHONDRIAL     "
3hd5-A,6.2,2.9,91,182,18,THIOL:DISULFIDE INTERCHANGE PROTEIN DSBA     
3rpn-B,6.2,2.7,93,220,12,GLUTATHIONE S-TRANSFERASE KAPPA 1            
3fz5-D,6.2,2.8,90,186,8,POSSIBLE 2-HYDROXYCHROMENE-2-CARBOXYLATE ISOM 
3rpn-A,6.2,2.6,92,220,12,GLUTATHIONE S-TRANSFERASE KAPPA 1            
2fa8-B,6.1,2.5,74,87,11,HYPOTHETICAL PROTEIN ATU0228                 
4k5r-A,6.1,2.9,88,490,20,OXYGENASE                                    
4cy8-D,6.1,3.5,103,537,11,2-HYDROXYBIPHENYL 3-MONOOXYGENASE            
3ph9-B,6.1,2.6,88,135,10,ANTERIOR GRADIENT PROTEIN 3 HOMOLOG          
4ocf-D,6.1,3,97,187,14,THIOL:DISULFIDE INTERCHANGE PROTEIN          
4ocf-B,6.1,2.9,98,188,14,THIOL:DISULFIDE INTERCHANGE PROTEIN          
4oce-A,6.1,3.1,97,189,15,THIOL:DISULFIDE INTERCHANGE PROTEIN          
3fz5-C,6.1,3.3,96,192,7,POSSIBLE 2-HYDROXYCHROMENE-2-CARBOXYLATE ISOM 
4zil-A,6,3.2,89,210,13,DSBA OXIDOREDUCTASE                          
1nhy-A,6,2.4,70,219,13,ELONGATION FACTOR 1-GAMMA 1                  
2kuc-A,6,3.1,88,121,18,PUTATIVE DISULPHIDE-ISOMERASE                
4ocf-C,6,3.4,101,187,16,THIOL:DISULFIDE INTERCHANGE PROTEIN          
4od7-A,6,3,97,187,14,THIOL:DISULFIDE INTERCHANGE PROTEIN          
4ocf-A,6,3.1,97,187,14,THIOL:DISULFIDE INTERCHANGE PROTEIN          
4wet-A,6,3.2,93,187,17,THIOL:DISULFIDE INTERCHANGE PROTEIN          
5u51-A,6,2.5,71,203,8,STRINGENT STARVATION PROTEIN A               
3qph-A,5.9,3.6,70,335,10,"TRMB, A GLOBAL TRANSCRIPTION REGULATOR       "
3nzn-A,5.9,2.9,76,103,11,GLUTAREDOXIN                                 
6iah-A,5.9,3,90,240,7,HYDROLASE                                    
2qa2-A,5.9,3.1,88,489,13,POLYKETIDE OXYGENASE CABE                    
3fmw-C,5.9,3.1,90,489,20,OXYGENASE                                    
3h4k-A,5.9,3,82,588,21,THIOREDOXIN GLUTATHIONE REDUCTASE            
3dks-A,5.9,3.2,94,188,17,THIOL:DISULFIDE INTERCHANGE PROTEIN DSBA     
4mcu-B,5.9,3.2,94,189,15,THIOL:DISULFIDE INTERCHANGE PROTEIN          
4zij-A,5.9,3.2,93,188,17,THIOL:DISULFIDE INTERCHANGE PROTEIN DSBA     
4od7-C,5.9,3.1,94,187,15,THIOL:DISULFIDE INTERCHANGE PROTEIN          
3l9s-A,5.9,3.2,95,185,16,THIOL:DISULFIDE INTERCHANGE PROTEIN          
4wf4-B,5.9,3.2,93,188,17,THIOL:DISULFIDE INTERCHANGE PROTEIN          
4wey-A,5.9,3.2,93,188,17,THIOL:DISULFIDE INTERCHANGE PROTEIN          
1sen-A,5.9,2.7,83,134,14,THIOREDOXIN-LIKE PROTEIN P19                 
5u51-C,5.9,2.9,72,195,14,STRINGENT STARVATION PROTEIN A               
1b4q-A,5.9,3.2,88,105,13,PROTEIN (HUMAN THIOLTRANSFERASE)             
5vae-A,5.8,3.4,100,517,11,ACCESSORY SEC SYSTEM PROTEIN ASP1            
3vk9-C,5.8,3.2,71,215,11,GLUTATHIONE S-TRANSFERASE DELTA              
6f70-A,5.8,3.1,77,242,9,GLUTATHIONE TRANSFERASE                      
5crg-A,5.8,2.9,93,354,3,CALSEQUESTRIN-1                              
3ph9-A,5.8,2.9,90,133,10,ANTERIOR GRADIENT PROTEIN 3 HOMOLOG          
3dks-D,5.8,3.2,93,186,17,THIOL:DISULFIDE INTERCHANGE PROTEIN DSBA     
3dks-C,5.8,3.2,93,187,17,THIOL:DISULFIDE INTERCHANGE PROTEIN DSBA     
4mcu-D,5.8,3.2,92,185,14,THIOL:DISULFIDE INTERCHANGE PROTEIN          
2dlx-A,5.8,2.7,92,153,9,UBX DOMAIN-CONTAINING PROTEIN 7              
4zij-B,5.8,3.4,94,188,16,THIOL:DISULFIDE INTERCHANGE PROTEIN DSBA     
2mbu-A,5.8,3.2,100,190,19,THIOL:DISULFIDE INTERCHANGE PROTEIN DSBA     
4mcu-A,5.8,3.3,95,188,17,THIOL:DISULFIDE INTERCHANGE PROTEIN          
4mcu-F,5.8,3.2,94,186,14,THIOL:DISULFIDE INTERCHANGE PROTEIN          
4od7-B,5.8,3.1,93,187,16,THIOL:DISULFIDE INTERCHANGE PROTEIN          
4wet-B,5.8,3.4,94,188,16,THIOL:DISULFIDE INTERCHANGE PROTEIN          
4wf5-A,5.8,3.2,93,188,16,THIOL:DISULFIDE INTERCHANGE PROTEIN          
4wf4-A,5.8,3.4,94,188,17,THIOL:DISULFIDE INTERCHANGE PROTEIN          
4wey-B,5.8,3.4,94,188,17,THIOL:DISULFIDE INTERCHANGE PROTEIN          
4tky-A,5.8,3,92,188,15,THIOL:DISULFIDE INTERCHANGE PROTEIN DSBA     
4k6x-A,5.8,3.2,97,199,13,DISULFIDE OXIDOREDUCTASE                     
1fvk-A,5.8,3.2,93,188,17,DISULFIDE BOND FORMATION PROTEIN             
3c1r-A,5.7,3,82,110,12,GLUTAREDOXIN-1                               
1a8l-A,5.7,2.6,93,226,18,PROTEIN DISULFIDE OXIDOREDUCTASE             
4x4j-A,5.7,3,86,482,19,PUTATIVE OXYGENASE                           
4pom-C,5.7,3.2,82,107,15,THIOREDOXIN                                  
3uom-E,5.7,2.9,92,351,3,CALSEQUESTRIN-1                              
3dks-B,5.7,3.2,93,187,16,THIOL:DISULFIDE INTERCHANGE PROTEIN DSBA     
4mcu-C,5.7,3.4,95,186,16,THIOL:DISULFIDE INTERCHANGE PROTEIN          
1a23-A,5.7,3.2,93,189,17,DSBA                                         
2zup-A,5.7,3.2,93,188,16,THIOL:DISULFIDE INTERCHANGE PROTEIN DSBA     
4tky-B,5.7,3.2,93,188,16,THIOL:DISULFIDE INTERCHANGE PROTEIN DSBA     
4tky-C,5.7,3.6,97,188,15,THIOL:DISULFIDE INTERCHANGE PROTEIN DSBA     
1j08-C,5.7,2.6,93,225,18,GLUTAREDOXIN-LIKE PROTEIN                    
3feu-A,5.6,3.2,97,183,10,PUTATIVE LIPOPROTEIN                         
6dxn-A,5.6,3.2,96,191,16,THIOL:DISULFIDE INTERCHANGE PROTEIN          
2xci-A,5.6,3.2,99,354,6,3-DEOXY-D-MANNO-2-OCTULOSONIC ACID TRANSFERAS 
3fz5-B,5.6,3.5,93,186,6,POSSIBLE 2-HYDROXYCHROMENE-2-CARBOXYLATE ISOM 
5j3r-A,5.6,3.2,89,114,8,MONOTHIOL GLUTAREDOXIN-6                     
3uom-A,5.6,2.9,92,352,3,CALSEQUESTRIN-1                              
4pok-C,5.6,3.7,82,106,17,THIOREDOXIN                                  
3uom-D,5.6,2.9,92,350,3,CALSEQUESTRIN-1                              
4pom-D,5.6,3.1,78,107,18,THIOREDOXIN                                  
4pok-D,5.6,3,78,106,18,THIOREDOXIN                                  
4uq8-S,5.6,2.4,74,80,0,NADH UBIQUINONE OXIDOREDUCTASE CHAIN 3       
4wf5-B,5.6,3.2,95,187,16,THIOL:DISULFIDE INTERCHANGE PROTEIN          
4tky-D,5.6,3.5,95,189,16,THIOL:DISULFIDE INTERCHANGE PROTEIN DSBA     
1j08-E,5.6,2.6,93,225,18,GLUTAREDOXIN-LIKE PROTEIN                    
6cgk-A,5.5,3,98,196,13,EFFECTOR PROTEIN LEM4 (LPG1101)              
6amr-A,5.5,3.3,88,128,14,THIOREDOXIN                                  
4pol-D,5.5,3,78,106,18,THIOREDOXIN                                  
4pol-C,5.5,3,78,106,18,THIOREDOXIN                                  
4z2r-B,5.5,3.6,103,563,13,2-HYDROXYBIPHENYL-3-MONOOXYGENASE            
2r0p-A,5.5,3.5,89,512,21,REBC                                         
2r0c-A,5.5,3.6,90,509,22,REBC                                         
2znm-D,5.5,3.6,99,184,14,THIOL:DISULFIDE INTERCHANGE PROTEIN DSBA     
3j7y-k,5.5,2.6,76,84,13,16S RRNA                                     
5c00-A,5.4,3,96,202,5,MDBA PROTEIN                                 
2k8s-A,5.4,2.6,68,80,12,THIOREDOXIN                                  
4kdu-A,5.4,3.2,70,207,11,GLUTATHIONE S-TRANSFERASE DOMAIN             
4ihu-B,5.4,2.9,101,208,11,ISOMERASE DSBG                               
4eip-A,5.4,3.4,87,521,23,PUTATIVE FAD-MONOOXYGENASE                   
4eiq-B,5.4,3.4,86,511,24,PUTATIVE FAD-MONOOXYGENASE                   
2znm-A,5.4,3.2,98,185,17,THIOL:DISULFIDE INTERCHANGE PROTEIN DSBA     
3c7m-A,5.4,3,92,195,13,THIOL:DISULFIDE INTERCHANGE PROTEIN DSBA-LIKE 
6aok-A,5.3,3.3,92,213,12,CEG4                                         
2qsi-A,5.3,2.9,70,112,17,PUTATIVE HYDROGENASE EXPRESSION/FORMATION PRO 
4mja-A,5.3,2.8,73,99,14,PROBABLE GLUTAREDOXIN SSR2061                
2axo-A,5.3,3.6,83,222,14,HYPOTHETICAL PROTEIN ATU2684                 
2qa1-A,5.3,3.1,86,487,20,POLYKETIDE OXYGENASE PGAE                    
4eip-B,5.3,3.4,86,510,24,PUTATIVE FAD-MONOOXYGENASE                   
1z6n-A,5.3,2.8,85,166,12,HYPOTHETICAL PROTEIN PA1234                  
2znm-B,5.3,3.1,96,185,17,THIOL:DISULFIDE INTERCHANGE PROTEIN DSBA     
2znm-C,5.3,3.1,96,186,17,THIOL:DISULFIDE INTERCHANGE PROTEIN DSBA     
6gho-A,5.3,2.4,68,126,16,REGULATORY PROTEIN SPX                       
6oww-H,5.3,2.7,90,329,10,CALSEQUESTRIN-2                              
4zba-A,5.3,3.5,77,222,9,PCURE2P8                                     
4yam-B,5.3,3.1,70,252,9,BETA-ETHERASE                                
4zht-A,5.2,3.6,93,384,6,BIFUNCTIONAL UDP-N-ACETYLGLUCOSAMINE 2-EPIMER 
4v1a-p,5.2,2.8,74,97,11,"MITORIBOSOMAL PROTEIN ML37, MRPL37           "
2hcf-A,5.2,3.1,91,225,12,"HYDROLASE, HALOACID DEHALOGENASE-LIKE FAMILY "
6ehi-D,5.2,2.9,71,160,11,NUCLEASE NUCT                                
4x4j-B,5.2,2.9,81,480,19,PUTATIVE OXYGENASE                           
2r0g-B,5.2,3.4,87,518,23,REBC                                         
3ept-A,5.2,3.4,87,516,23,REBC                                         
2x8c-B,5.2,3.1,82,593,15,THIOREDOXIN GLUTATHIONE REDUCTASE            
5h75-D,5.1,3.3,89,225,8,"MERSACIDIN DECARBOXYLASE,IMMUNOGLOBULIN G-BIN "
1vi1-A,5.1,2.9,87,327,6,FATTY ACID/PHOSPHOLIPID SYNTHESIS PROTEIN PLS 
2g2q-B,5.1,3.3,68,121,13,GLUTAREDOXIN-2                               
3uom-B,5.1,2.4,88,350,11,CALSEQUESTRIN-1                              
3ept-B,5.1,3.4,87,520,23,REBC                                         
1wjk-A,5.1,2.8,73,100,14,C330018D20RIK PROTEIN                        
2fgx-A,5.1,3.4,76,85,12,PUTATIVE THIOREDOXIN                         
2w4m-A,5,3.2,93,250,9,N-ACYLNEURAMINATE-9-PHOSPHATASE              
1q77-A,5,3.1,77,138,5,HYPOTHETICAL PROTEIN AQ_178                  
5y1a-A,5,2.6,83,314,11,35 KDA HEMIN BINDING PROTEIN                 
4pqg-A,5,3.5,95,506,7,GLYCOSYLTRANSFERASE GTF1                     
2mbs-A,5,3.1,96,190,16,THIOL:DISULFIDE INTERCHANGE PROTEIN          
4zil-B,5,3.1,89,208,12,DSBA OXIDOREDUCTASE                          
2hls-A,5,2.3,88,232,14,PROTEIN DISULFIDE OXIDOREDUCTASE             
4gx2-B,4.9,3.2,92,548,9,TRKA DOMAIN PROTEIN                          
3vdm-A,4.9,3.3,102,479,12,VLDE                                         
6mhc-A,4.9,3.2,75,244,11,GLUTATHIONE S-TRANSFERASE OMEGA-1            
3ed5-A,4.9,3,88,232,7,YFNB                                         
4bvy-A,4.9,3,67,211,9,"METHIONINE--TRNA LIGASE, CYTOPLASMIC         "
6jdd-A,4.9,2.8,82,176,11,CYPEMYCIN CYSTEINE DEHYDROGENASE (DECARBOXYLA 
4nxi-B,4.9,3.5,90,198,11,UNCHARACTERIZED PROTEIN                      
2pr7-A,4.8,3.2,87,137,10,HALOACID DEHALOGENASE/EPOXIDE HYDROLASE FAMIL 
3lxt-C,4.8,3.8,72,211,15,GLUTATHIONE S TRANSFERASE                    
4wyi-A,4.8,3.5,95,336,16,"MONOGALACTOSYLDIACYLGLYCEROL SYNTHASE 1, CHLO "
6n1x-A,4.8,3.1,85,377,7,GLYCOSYLTRANSFERASE                          
4eek-A,4.8,3.2,94,229,15,BETA-PHOSPHOGLUCOMUTASE-RELATED PROTEIN      
6j7k-A,4.8,3.2,87,385,11,PSEUDOMONAS AERUGINOSA EARP                  
1wr8-B,4.8,3.3,89,231,3,PHOSPHOGLYCOLATE PHOSPHATASE                 
4wny-A,4.8,3.2,75,132,8,UNIVERSAL STRESS PROTEIN                     
3bwv-B,4.8,3.2,85,168,1,PUTATIVE 5'(3')-DEOXYRIBONUCLEOTIDASE        
4wkw-A,4.8,3.3,88,197,11,UNCHARACTERIZED PROTEIN                      
4nxi-A,4.8,3.2,90,193,12,UNCHARACTERIZED PROTEIN                      
1zyp-B,4.8,2.5,84,196,17,ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT F      
2iv7-A,4.7,2.9,77,370,12,LIPOPOLYSACCHARIDE CORE BIOSYNTHESIS PROTEIN  
5j7d-G,4.7,3.4,65,72,15,DESIGNED THIOREDOXIN DF106                   
3cis-G,4.7,3.5,85,292,6,UNCHARACTERIZED PROTEIN                      
5hus-A,4.7,2.9,87,293,8,TREHALOSE SYNTHASE REGULATORY PROTEIN        
2a22-B,4.7,2.9,81,203,5,VACUOLAR PROTEIN SORTING 29                  
5lw6-A,4.7,2.9,90,220,7,DDB_G0293866                                 
4h3v-A,4.7,3.4,92,385,9,OXIDOREDUCTASE DOMAIN PROTEIN                
2hsz-A,4.6,3.1,88,225,6,NOVEL PREDICTED PHOSPHATASE                  
1xg8-A,4.6,3.4,83,108,10,HYPOTHETICAL PROTEIN SA0798                  
1s2o-A,4.6,3.2,93,244,9,SUCROSE-PHOSPHATASE                          
6d97-A,4.6,3.7,97,522,8,ALDEHYDE DEHYDROGENASE 12                    
4uw9-A,4.6,3.3,90,228,6,BETA-PHOSPHOGLUCOMUTASE                      
1s3l-A,4.6,2.8,81,165,9,HYPOTHETICAL PROTEIN MJ0936                  
1ilo-A,4.6,2.8,73,77,10,CONSERVED HYPOTHETICAL PROTEIN MTH895        
6jtd-A,4.6,3.4,93,477,8,C-GLYCOSYLTRANSFERASE                        
1aaz-A,4.6,3.5,73,87,10,GLUTAREDOXIN                                 
4cy6-D,4.6,3.4,98,553,13,2-HYDROXYBIPHENYL-3-MONOOXYGENASE            
2l82-A,4.5,3.1,87,162,9,DESIGNED PROTEIN OR32                        
4wac-A,4.5,3.5,97,498,10,"GLYCOSYL TRANSFERASE, GROUP 1 FAMILY PROTEIN "
3lgc-A,4.5,3.8,74,89,11,GLUTAREDOXIN 1                               
2zg6-B,4.5,3.5,85,203,7,PUTATIVE UNCHARACTERIZED PROTEIN ST2620      
4xsu-A,4.5,3.6,100,368,11,ALR3699 PROTEIN                              
3dnp-A,4.5,3.5,92,275,7,STRESS RESPONSE PROTEIN YHAX                 
3ot1-A,4.5,3,83,199,6,4-METHYL-5(B-HYDROXYETHYL)-THIAZOLE MONOPHOSP 
2pke-A,4.5,3.5,97,233,13,HALOACID DELAHOGENASE-LIKE FAMILY HYDROLASE  
2mxn-A,4.4,2.9,78,142,15,MONO-CYSTEINE GLUTAREDOXIN                   
5box-A,4.4,3.3,71,263,6,PUTATIVE HTH-TYPE TRANSCRIPTIONAL REGULATOR T 
4g65-A,4.4,3.3,83,459,6,TRK SYSTEM POTASSIUM UPTAKE PROTEIN TRKA     
4nhe-B,4.4,3.3,83,326,6,"OXIDOREDUCTASE, GFO/IDH/MOCA FAMILY          "
3q3e-A,4.4,4.2,98,620,10,HMW1C-LIKE GLYCOSYLTRANSFERASE               
1ydw-B,4.3,3.3,80,350,8,AX110P-LIKE PROTEIN                          
5h7x-E,4.3,3.7,73,171,8,PHOSPHOPANTETHEINE ADENYLYLTRANSFERASE       
5w8n-A,4.3,3.2,84,369,5,LIPID-A-DISACCHARIDE SYNTHASE                
1jud-A,4.3,3.1,84,220,11,L-2-HALOACID DEHALOGENASE                    
4rif-A,4.3,3.7,97,370,8,GLYCOSYL TRANSFERASE HOMOLOG                 
3ktb-A,4.3,3,74,106,11,ARSENICAL RESISTANCE OPERON TRANS-ACTING REPR 
2c1l-A,4.3,2.9,77,358,8,RESTRICTION ENDONUCLEASE                     
5wp0-B,4.3,3.9,81,274,4,NH(3)-DEPENDENT NAD(+) SYNTHETASE            
4eiq-A,4.3,3.6,89,514,18,PUTATIVE FAD-MONOOXYGENASE                   
3l9u-A,4.2,3.5,95,199,15,DISULFIDE ISOMERASE                          
5zi2-A,4.2,3.1,85,339,4,MALATE DEHYDROGENASE                         
1id1-A,4.2,2.5,71,153,7,PUTATIVE POTASSIUM CHANNEL PROTEIN           
1pn3-A,4.2,4,93,391,14,GLYCOSYLTRANSFERASE GTFA                     
3wis-A,4.2,3.1,86,180,13,PUTATIVE DIHYDROMETHANOPTERIN REDUCTASE (AFPA 
3gbv-A,4.2,3.7,76,289,3,PUTATIVE LACI-FAMILY TRANSCRIPTIONAL REGULATO 
1fgg-A,4.2,3.8,88,250,10,GLUCURONYLTRANSFERASE I                      
3ib7-A,4.2,2.6,79,295,9,ICC PROTEIN                                  
6kbh-A,4.2,3.4,77,765,9,CYTOCHROME P450 MONOOXYGENASE                
4x7g-A,4.2,3,80,251,10,PRECORRIN-6A REDUCTASE                       
3gyg-A,4.2,3.3,96,285,6,NTD BIOSYNTHESIS OPERON PUTATIVE HYDROLASE NT 
2hfd-A,4.2,3.5,86,132,14,HYDROGENASE-1 OPERON PROTEIN HYAE            
6oww-F,4.2,2.7,90,329,10,CALSEQUESTRIN-2                              
6oww-G,4.2,2.6,89,329,10,CALSEQUESTRIN-2                              
6oww-B,4.2,2.7,90,329,10,CALSEQUESTRIN-2                              
6oww-C,4.2,2.7,90,329,10,CALSEQUESTRIN-2                              
2we8-A,4.1,3.6,86,345,12,XANTHINE DEHYDROGENASE                       
3q2k-C,4.1,3.3,81,347,6,OXIDOREDUCTASE                               
1byr-A,4.1,2.9,72,152,10,PROTEIN (ENDONUCLEASE)                       
3oy2-A,4.1,3.2,85,392,7,GLYCOSYLTRANSFERASE B736L                    
1f37-B,4.1,2.9,74,110,9,FERREDOXIN [2FE-2S]                          
3nuq-A,4.1,3.3,92,268,9,PUTATIVE NUCLEOTIDE PHOSPHATASE              
3h1n-B,4.1,3.6,74,242,9,PROBABLE GLUTATHIONE S-TRANSFERASE           
3db2-A,4.1,3.4,82,347,11,PUTATIVE NADPH-DEPENDENT OXIDOREDUCTASE      
4p5f-A,4.1,3.2,87,355,11,INOSINE-URIDINE NUCLEOSIDE N-RIBOHYDROLASE   
4gib-A,4.1,3.5,91,226,7,BETA-PHOSPHOGLUCOMUTASE                      
2yv5-A,4.1,3.7,83,293,12,YJEQ PROTEIN                                 
5nwa-A,4.1,3.5,75,441,5,TYROSYL-DNA PHOSPHODIESTERASE 1              
6h77-B,4.1,3.2,86,302,6,UBIQUITIN-LIKE MODIFIER-ACTIVATING ENZYME 5  
2npb-A,4.1,3.5,72,88,14,SELENOPROTEIN W                              
5jp6-A,4.1,3.4,93,339,6,PUTATIVE POLYSACCHARIDE DEACETYLASE          
5zke-B,4.1,2.7,61,179,8,AMINOACYL TRNA SYNTHETASE COMPLEX-INTERACTING 
3wc4-A,4.1,3.1,84,446,12,UDP-GLUCOSE:ANTHOCYANIDIN 3-O-GLUCOSYLTRANSFE 
5vqc-B,4.1,3,73,474,21,RIFAMPIN MONOOXYGENASE                       
3tdg-A,4.1,2.8,78,232,14,PUTATIVE UNCHARACTERIZED PROTEIN             
6j3g-A,4.1,4,72,265,10,GLUTATHIONE S-TRANSFERASE                    
