No,Hit,Z-score,rmsd,lali,nres,%id,Description,,,,,,
903,4xts-P,7.7,2.7,99,160,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
904,4xts-G,7.7,2.6,98,161,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
905,1n8j-B,7.7,2.5,100,186,10,ALKYL,HYDROPEROXIDE,REDUCTASE,C22,PROTEIN,,
906,1n8j-Q,7.7,2.5,100,186,10,ALKYL,HYDROPEROXIDE,REDUCTASE,C22,PROTEIN,,
907,4xra-D,7.7,2.6,101,186,11,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
908,4xts-O,7.7,2.7,99,160,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
909,1n8j-R,7.7,2.5,100,186,10,ALKYL,HYDROPEROXIDE,REDUCTASE,C22,PROTEIN,,
910,1yf0-D,7.7,2.5,98,166,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
911,3emp-B,7.7,2.7,99,162,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
912,4xts-E,7.7,2.6,98,160,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
913,1yf1-C,7.7,2.6,98,163,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
914,1n8j-P,7.7,2.5,102,186,10,ALKYL,HYDROPEROXIDE,REDUCTASE,C22,PROTEIN,,
915,3emp-D,7.7,2.5,98,162,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
916,4xra-E,7.7,2.5,100,186,11,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
917,4m8g-B,7.7,3,100,139,12,TUMOR,SUPPRESSOR,CANDIDATE,3,,,
918,4xts-D,7.7,2.6,98,161,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
919,4xs8-A,7.7,2.7,102,165,9,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
920,1n8j-C,7.7,2.5,100,186,10,ALKYL,HYDROPEROXIDE,REDUCTASE,C22,PROTEIN,,
921,4xts-K,7.7,2.6,98,160,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
922,4xts-F,7.7,2.6,97,161,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
923,5uka-A,7.7,2.7,102,165,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
924,5b8b-J,7.7,3,105,166,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,"C,PEROXIRED",,
925,5vyo-D,7.7,2.4,87,188,14,THIOLDISULFIDE,INTERCHANGE,PROTEIN,,,,
926,5n2j-A,7.7,2.5,92,1373,7,UDP-GLUCOSE-GLYCOPROTEIN,GLUCOSYLTRANSFERASE-LIKE,,,,,
927,1n8j-A,7.7,2.5,102,186,10,ALKYL,HYDROPEROXIDE,REDUCTASE,C22,PROTEIN,,
928,1qmv-A,7.7,2.6,102,197,16,PEROXIREDOXIN-2,,,,,,
929,5ykj-A,7.7,2.8,104,213,12,PEROXIREDOXIN,"PRX1,",MITOCHONDRIAL,,,,
930,6q5v-A,7.7,2.7,104,208,16,PEROXIREDOXIN,,,,,,
931,6q5v-C,7.7,2.7,104,208,16,PEROXIREDOXIN,,,,,,
932,6q5v-J,7.7,2.7,104,208,16,PEROXIREDOXIN,,,,,,
933,6q5v-E,7.7,2.7,104,208,16,PEROXIREDOXIN,,,,,,
934,6q5v-H,7.7,2.7,104,208,16,PEROXIREDOXIN,,,,,,
935,6q5v-F,7.7,2.7,104,208,16,PEROXIREDOXIN,,,,,,
936,6q5v-B,7.7,2.7,104,208,16,PEROXIREDOXIN,,,,,,
937,6q5v-G,7.7,2.7,104,208,16,PEROXIREDOXIN,,,,,,
938,6q5v-D,7.7,2.7,104,208,16,PEROXIREDOXIN,,,,,,
939,6gww-E,7.7,2.7,104,215,15,PEROXIREDOXIN,,,,,,
940,6q5v-I,7.7,2.7,104,208,16,PEROXIREDOXIN,,,,,,
941,5ovq-H,7.7,2.6,103,218,15,PEROXIREDOXIN,,,,,,
942,6lur-B,7.7,2.5,95,211,19,THIOREDOXIN,"1,POLY(U)-BINDING-SPLICING",FACTOR,PUF,,,
943,4txo-E,7.6,2.7,97,178,19,THIOLDISULFIDE,INTERCHANGE,PROTEIN,TLPA,,,
944,3iv4-A,7.6,3.1,96,112,5,PUTATIVE,OXIDOREDUCTASE,,,,,
945,3ga4-A,7.6,3,100,156,14,DOLICHYL-DIPHOSPHOOLIGOSACCHARIDE-PROTEIN,,,,,,
946,6ibl-A,7.6,2.6,96,397,17,THIOREDOXIN,"1,BETA-1",ADRENERGIC,RECEPTOR,,,
947,2p5r-A,7.6,3,98,164,11,GLUTATHIONE,PEROXIDASE,5,,,,
948,1zye-A,7.6,2.9,102,162,16,THIOREDOXIN-DEPENDENT,PEROXIDE,REDUCTASE,,,,
949,1jfu-A,7.6,2.6,97,176,20,THIOLDISULFIDE,INTERCHANGE,PROTEIN,TLPA,,,
950,1gl8-A,7.6,3.6,95,104,17,THIOREDOXIN,,,,,,
951,4in0-A,7.6,2.7,94,141,15,THIOREDOXIN-LIKE,PROTEIN,4B,,,,
952,5y4t-A,7.6,2.6,93,117,17,GLUTAREDOXIN,,,,,,
953,5dvb-C,7.6,2.5,100,172,13,TSA2P,,,,,,
954,5dvb-G,7.6,2.6,102,171,13,TSA2P,,,,,,
955,2r37-B,7.6,3,108,188,8,GLUTATHIONE,PEROXIDASE,3,,,,
956,6iu0-B,7.6,2.5,102,215,17,PEROXIREDOXIN,,,,,,
957,1zye-B,7.6,2.9,102,162,16,THIOREDOXIN-DEPENDENT,PEROXIDE,REDUCTASE,,,,
958,4mh2-E,7.6,2.9,102,163,16,THIOREDOXIN-DEPENDENT,PEROXIDE,"REDUCTASE,",MITOCHO,,,
959,5xbq-B,7.6,2.5,102,214,16,PEROXIREDOXIN,,,,,,
960,2c0f-B,7.6,3.2,100,223,8,WINDBEUTEL,PROTEIN,,,,,
961,4ka0-D,7.6,2.6,92,141,18,PUTATIVE,THIOL-DISULFIDE,OXIDOREDUCTASE,,,,
962,4mh2-L,7.6,2.9,102,165,16,THIOREDOXIN-DEPENDENT,PEROXIDE,"REDUCTASE,",MITOCHO,,,
963,4mh2-G,7.6,3,101,164,16,THIOREDOXIN-DEPENDENT,PEROXIDE,"REDUCTASE,",MITOCHO,,,
964,4mh2-A,7.6,2.9,102,165,16,THIOREDOXIN-DEPENDENT,PEROXIDE,"REDUCTASE,",MITOCHO,,,
965,1zye-I,7.6,2.9,102,162,16,THIOREDOXIN-DEPENDENT,PEROXIDE,REDUCTASE,,,,
966,5xbq-I,7.6,2.5,102,214,16,PEROXIREDOXIN,,,,,,
967,4ka0-C,7.6,2.4,92,141,17,PUTATIVE,THIOL-DISULFIDE,OXIDOREDUCTASE,,,,
968,1zye-F,7.6,2.9,102,162,16,THIOREDOXIN-DEPENDENT,PEROXIDE,REDUCTASE,,,,
969,1zye-D,7.6,2.9,102,162,16,THIOREDOXIN-DEPENDENT,PEROXIDE,REDUCTASE,,,,
970,1zye-C,7.6,2.9,102,162,16,THIOREDOXIN-DEPENDENT,PEROXIDE,REDUCTASE,,,,
971,1zye-G,7.6,2.9,102,162,16,THIOREDOXIN-DEPENDENT,PEROXIDE,REDUCTASE,,,,
972,4txv-A,7.6,2.5,97,175,19,THIOLDISULFIDE,INTERCHANGE,PROTEIN,TLPA,,,
973,5xbq-K,7.6,2.5,102,214,16,PEROXIREDOXIN,,,,,,
974,3tks-A,7.6,2.9,104,197,13,PEROXIREDOXIN-4,,,,,,
975,3v1w-A,7.6,3.4,105,349,12,CALSEQUESTRIN-1,,,,,,
976,4ka0-B,7.6,2.4,92,140,17,PUTATIVE,THIOL-DISULFIDE,OXIDOREDUCTASE,,,,
977,3t58-C,7.6,3,99,501,16,SULFHYDRYL,OXIDASE,1,,,,
978,1xvw-A,7.6,2.5,99,158,14,HYPOTHETICAL,PROTEIN,RV2238C/MT2298,,,,
979,1xxu-D,7.6,2.5,99,153,15,HYPOTHETICAL,PROTEIN,RV2238C/MT2298,,,,
980,5d8i-B,7.6,2.9,97,238,15,SULFHYDRYL,OXIDASE,1,,,,
981,3t58-D,7.6,3,99,500,16,SULFHYDRYL,OXIDASE,1,,,,
982,1a0r-P,7.6,3.2,99,188,14,TRANSDUCIN,(BETA,SUBUNIT),,,,
983,5kn2-B,7.6,3.1,99,351,14,CALSEQUESTRIN,,,,,,
984,1b9y-C,7.6,3,96,167,17,PROTEIN,(TRANSDUCIN),,,,,
985,2dml-A,7.6,2.7,95,130,13,PROTEIN,DISULFIDE-ISOMERASE,A6,,,,
986,3gkm-A,7.6,2.7,98,157,10,BACTERIOFERRITIN,COMIGRATORY,PROTEIN,,,,
987,3us3-A,7.6,3.4,105,353,11,CALSEQUESTRIN-1,,,,,,
988,3uom-E,7.6,3.2,102,351,14,CALSEQUESTRIN-1,,,,,,
989,2r37-A,7.6,3,108,191,8,GLUTATHIONE,PEROXIDASE,3,,,,
990,1yf0-A,7.6,2.6,98,167,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
991,4xts-R,7.6,2.7,99,161,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
992,1yf1-G,7.6,2.6,98,165,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
993,1n8j-H,7.6,2.6,101,186,10,ALKYL,HYDROPEROXIDE,REDUCTASE,C22,PROTEIN,,
994,5iiz-A,7.6,2.7,98,157,11,BACTERIOFERRITIN,COMIGRATORY,PROTEIN,,,,
995,1yep-A,7.6,2.6,98,168,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
996,1yep-D,7.6,2.6,98,166,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
997,1yf1-D,7.6,2.5,98,166,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
998,4xts-J,7.6,2.7,99,161,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
999,3emp-E,7.6,2.8,99,162,11,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
1000,1yex-C,7.6,2.7,99,163,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
1001,4o5r-E,7.6,2.6,98,165,10,AHPC,"COMPONENT,",SUBUNIT,OF,ALKYLHYDROPEROXIDE,RED,
1002,4xts-S,7.6,2.8,99,161,11,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
1003,4xs1-A,7.6,2.8,99,165,11,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
1004,4xs8-E,7.6,2.7,102,162,9,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
1005,4xra-C,7.6,2.6,101,186,11,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
1006,4o5r-A,7.6,2.6,98,167,10,AHPC,"COMPONENT,",SUBUNIT,OF,ALKYLHYDROPEROXIDE,RED,
1007,1yf1-H,7.6,2.7,99,163,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
1008,4xts-A,7.6,2.7,99,160,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
1009,4xs6-B,7.6,2.7,97,163,11,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
1010,1yf1-F,7.6,2.6,98,166,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
1011,1yf0-B,7.6,2.7,99,165,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
1012,1n8j-O,7.6,2.6,101,186,10,ALKYL,HYDROPEROXIDE,REDUCTASE,C22,PROTEIN,,
1013,4xts-Q,7.6,2.8,99,161,11,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
1014,4xts-C,7.6,2.7,97,162,11,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
1015,4xs6-A,7.6,2.7,98,163,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
1016,4xts-N,7.6,2.7,99,160,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
1017,4ql7-D,7.6,2.6,98,165,10,ALKYLHYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,,
1018,4o5r-B,7.6,2.6,98,166,10,AHPC,"COMPONENT,",SUBUNIT,OF,ALKYLHYDROPEROXIDE,RED,
1019,1n8j-N,7.6,2.6,101,186,10,ALKYL,HYDROPEROXIDE,REDUCTASE,C22,PROTEIN,,
1020,1yf0-C,7.6,2.7,99,163,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
1021,4xs1-D,7.6,2.6,99,165,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
1022,1yf1-B,7.6,2.7,99,165,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
1023,4xs6-C,7.6,2.7,99,162,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
1024,4o5r-C,7.6,2.6,98,167,10,AHPC,"COMPONENT,",SUBUNIT,OF,ALKYLHYDROPEROXIDE,RED,
1025,5y63-A,7.6,3,102,167,14,ALKYL,HYDROPEROXIDE,"REDUCTASE,",C,SUBUNIT,,
1026,3emp-C,7.6,2.7,99,162,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
1027,4ql9-A,7.6,2.6,98,165,10,ALKYLHYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,,
1028,4xts-T,7.6,2.7,99,160,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
1029,5uka-E,7.6,2.7,102,162,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
1030,4xts-M,7.6,2.7,99,161,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
1031,5b8a-C,7.6,2.6,98,163,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,"C,PEROXIRED",,
1032,5b8a-B,7.6,2.6,98,166,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,"C,PEROXIRED",,
1033,4xrd-A,7.6,2.6,99,164,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
1034,5b8a-F,7.6,2.6,98,165,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,"C,PEROXIRED",,
1035,5b8a-D,7.6,2.6,98,162,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,"C,PEROXIRED",,
1036,5b8a-E,7.6,2.6,98,164,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,"C,PEROXIRED",,
1037,5b8a-I,7.6,2.6,98,162,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,"C,PEROXIRED",,
1038,5b8b-A,7.6,2.6,98,165,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,"C,PEROXIRED",,
1039,4k2d-A,7.6,2.6,89,191,15,THIOLDISULFIDE,INTERCHANGE,PROTEIN,,,,
1040,1n8j-T,7.6,2.6,102,186,10,ALKYL,HYDROPEROXIDE,REDUCTASE,C22,PROTEIN,,
1041,5b6m-B,7.6,2.7,103,221,14,PEROXIREDOXIN-6,,,,,,
1042,5b6m-C,7.6,2.8,104,214,13,PEROXIREDOXIN-6,,,,,,
1043,6p0w-A,7.6,2.7,100,201,12,PUTATIVE,THIOL-SPECIFIC,ANTIOXIDANT,PROTEIN,,,
1044,3a2w-C,7.6,2.6,103,243,17,PROBABLE,PEROXIREDOXIN,,,,,
1045,2i3y-A,7.6,2.9,106,188,12,EPIDIDYMAL,SECRETORY,GLUTATHIONE,PEROXIDASE,,,
1046,2g0f-A,7.6,2.7,93,149,22,THIOLDISULFIDE,INTERCHANGE,PROTEIN,DSBE,,,
1047,1jfu-B,7.6,2.7,98,177,19,THIOLDISULFIDE,INTERCHANGE,PROTEIN,TLPA,,,
1048,6feu-D,7.6,2.7,104,215,16,PEROXIREDOXIN,,,,,,
1049,6gww-I,7.6,2.7,104,215,15,PEROXIREDOXIN,,,,,,
1050,6gww-H,7.6,2.7,104,215,15,PEROXIREDOXIN,,,,,,
1051,6gww-J,7.6,2.7,104,215,15,PEROXIREDOXIN,,,,,,
1052,6gww-D,7.6,2.7,104,215,15,PEROXIREDOXIN,,,,,,
1053,2dj2-A,7.6,2.7,94,120,12,PROTEIN,DISULFIDE-ISOMERASE,A4,,,,
1054,3kh9-A,7.5,2.5,92,155,24,THIOLDISULFIDE,INTERCHANGE,PROTEIN,DSBE,,,
1055,2h30-A,7.5,2.6,93,151,18,PEPTIDE,METHIONINE,SULFOXIDE,REDUCTASE,MSRA/MSRB,,
1056,3d4t-A,7.5,2.5,87,96,16,PUTATIVE,UNCHARACTERIZED,PROTEIN,,,,
1057,1xvw-B,7.5,2.5,99,160,13,HYPOTHETICAL,PROTEIN,RV2238C/MT2298,,,,
1058,3boa-A,7.5,3.1,100,490,13,PROTEIN,DISULFIDE-ISOMERASE,,,,,
1059,3die-B,7.5,2.3,74,106,16,THIOREDOXIN,,,,,,
1060,5vo7-A,7.5,2.8,92,110,18,THIOREDOXIN,,,,,,
1061,3qd9-A,7.5,2.8,98,388,16,QSOX,FROM,TRYPANOSOMA,BRUCEI,(TBQSOX),,
1062,4cdo-C,7.5,2.9,94,149,15,THIOREDOXIN-LIKE,PROTEIN,"4A,",POLYGLUTAMINE-BINDIN,,,
1063,3gix-B,7.5,2.9,96,141,15,THIOREDOXIN-LIKE,PROTEIN,4B,,,,
1064,5dvb-B,7.5,2.6,102,176,13,TSA2P,,,,,,
1065,2b1k-A,7.5,2.7,93,149,23,THIOLDISULFIDE,INTERCHANGE,PROTEIN,DSBE,,,
1066,6itz-B,7.5,2.7,103,213,17,PEROXIREDOXIN,,,,,,
1067,4mh2-D,7.5,2.9,104,165,15,THIOREDOXIN-DEPENDENT,PEROXIDE,"REDUCTASE,",MITOCHO,,,
1068,4mh2-F,7.5,3.1,102,165,16,THIOREDOXIN-DEPENDENT,PEROXIDE,"REDUCTASE,",MITOCHO,,,
1069,2c1y-B,7.5,3,98,128,8,WINDBEUTEL,PROTEIN,,,,,
1070,4hqz-B,7.5,2.6,94,145,18,THIOREDOXIN,FAMILY,PROTEIN,,,,
1071,3zl5-A,7.5,3,104,162,13,PEROXIREDOXIN,I,,,,,
1072,1zye-J,7.5,2.6,100,162,16,THIOREDOXIN-DEPENDENT,PEROXIDE,REDUCTASE,,,,
1073,2p5r-B,7.5,3.2,99,164,11,GLUTATHIONE,PEROXIDASE,5,,,,
1074,1zye-E,7.5,2.6,100,162,16,THIOREDOXIN-DEPENDENT,PEROXIDE,REDUCTASE,,,,
1075,4k9z-A,7.5,2.6,93,141,17,PUTATIVE,THIOL-DISULFIDE,OXIDOREDUCTASE,,,,
1076,2fy6-A,7.5,2.6,92,143,18,PEPTIDE,METHIONINE,SULFOXIDE,REDUCTASE,MSRA/MSRB,,
1077,3hjp-B,7.5,2.7,97,158,14,"PEROXIREDOXIN,",BACTERIOFERRITIN,COMIGRATORY,PROTE,,,
1078,1xxu-A,7.5,2.6,99,153,15,HYPOTHETICAL,PROTEIN,RV2238C/MT2298,,,,
1079,3hjp-D,7.5,2.7,97,158,13,"PEROXIREDOXIN,",BACTERIOFERRITIN,COMIGRATORY,PROTE,,,
1080,4txv-C,7.5,2.4,97,178,19,THIOLDISULFIDE,INTERCHANGE,PROTEIN,TLPA,,,
1081,4p2l-A,7.5,2.8,96,498,18,SULFHYDRYL,OXIDASE,1,,,,
1082,4fyb-A,7.5,2.8,99,161,12,THIOLDISULFIDE,INTERCHANGE,PROTEIN,(DSBC),,,
1083,3t59-C,7.5,2.9,97,500,16,SULFHYDRYL,OXIDASE,1,,,,
1084,5kn2-C,7.5,3.2,99,352,15,CALSEQUESTRIN,,,,,,
1085,6ts2-A,7.5,2.7,95,1111,6,UDP-GLUCOSE-GLYCOPROTEIN,GLUCOSYLTRANSFERASE-LIKE,,,,,
1086,6elw-A,7.5,3,103,165,7,PHOSPHOLIPID,HYDROPEROXIDE,GLUTATHIONE,PEROXIDASE,,,
1087,4x0x-D,7.5,2.5,99,154,15,PUTATIVE,PEROXIREDOXIN,MT2298,,,,
1088,1ovn-A,7.5,2.9,93,229,9,WINDBEUTEL,,,,,,
1089,5im9-A,7.5,2.7,98,157,10,BACTERIOFERRITIN,COMIGRATORY,PROTEIN,,,,
1090,5o9z-J,7.5,2.9,98,134,15,PRE-MRNA-PROCESSING-SPLICING,FACTOR,8,,,,
1091,5enu-B,7.5,2.8,100,153,19,ALKYL,HYDROPEROXIDE,REDUCTASE/,THIOL,SPECIFIC,ANT,
1092,1n8j-S,7.5,2.6,101,186,10,ALKYL,HYDROPEROXIDE,REDUCTASE,C22,PROTEIN,,
1093,4ql9-D,7.5,2.5,96,167,10,ALKYLHYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,,
1094,1n8j-F,7.5,2.6,103,186,10,ALKYL,HYDROPEROXIDE,REDUCTASE,C22,PROTEIN,,
1095,1yf1-E,7.5,2.7,98,165,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
1096,6dnl-A,7.5,3.1,100,115,22,THIOLDISULFIDE,INTERCHANGE,PROTEIN,DSBD,,,
1097,4xs6-D,7.5,2.7,98,162,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
1098,4xts-H,7.5,2.7,99,161,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
1099,1yex-E,7.5,2.5,96,165,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
1100,4xrd-B,7.5,2.7,99,167,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
1101,1yep-E,7.5,2.6,98,165,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
1102,4xs1-B,7.5,2.7,99,165,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
1103,4xs1-C,7.5,2.8,99,165,11,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
1104,1yep-C,7.5,2.7,99,163,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
1105,4xs1-E,7.5,2.8,99,162,11,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
1106,4mab-E,7.5,2.6,101,186,11,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
1107,1n8j-M,7.5,2.6,101,186,10,ALKYL,HYDROPEROXIDE,REDUCTASE,C22,PROTEIN,,
1108,4ma9-D,7.5,2.6,103,186,11,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
1109,4xts-L,7.5,2.6,97,162,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
1110,1yex-B,7.5,2.7,99,165,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
1111,5uka-B,7.5,2.7,99,164,9,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
1112,4xs4-D,7.5,2.6,103,186,11,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
1113,1n8j-K,7.5,2.6,103,186,10,ALKYL,HYDROPEROXIDE,REDUCTASE,C22,PROTEIN,,
1114,4xs8-B,7.5,2.8,99,164,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
1115,5b8a-A,7.5,2.6,98,168,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,"C,PEROXIRED",,
1116,4xts-I,7.5,2.7,99,161,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
1117,4ql9-E,7.5,2.6,98,165,10,ALKYLHYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,,
1118,1n8j-I,7.5,2.6,103,186,10,ALKYL,HYDROPEROXIDE,REDUCTASE,C22,PROTEIN,,
1119,4o5r-D,7.5,2.6,98,167,10,AHPC,"COMPONENT,",SUBUNIT,OF,ALKYLHYDROPEROXIDE,RED,
1120,1yf1-A,7.5,2.7,99,166,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
1121,4ql7-E,7.5,2.6,98,165,10,ALKYLHYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,,
1122,1yep-B,7.5,2.7,99,165,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
1123,1yf1-I,7.5,2.7,99,166,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
1124,5y63-B,7.5,3,104,166,13,ALKYL,HYDROPEROXIDE,"REDUCTASE,",C,SUBUNIT,,
1125,1yf0-E,7.5,2.7,99,165,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
1126,4xs4-A,7.5,2.7,99,167,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
1127,1yex-D,7.5,2.7,99,166,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
1128,1n8j-G,7.5,2.6,103,186,10,ALKYL,HYDROPEROXIDE,REDUCTASE,C22,PROTEIN,,
1129,5b8a-J,7.5,2.6,98,170,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,"C,PEROXIRED",,
1130,1n8j-E,7.5,2.9,105,186,10,ALKYL,HYDROPEROXIDE,REDUCTASE,C22,PROTEIN,,
1131,3emp-A,7.5,2.8,99,161,11,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
1132,1n8j-L,7.5,2.6,101,186,10,ALKYL,HYDROPEROXIDE,REDUCTASE,C22,PROTEIN,,
1133,4ql7-B,7.5,2.6,98,166,10,ALKYLHYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,,
1134,2l4c-A,7.5,2.4,90,116,13,ENDOPLASMIC,RETICULUM,RESIDENT,PROTEIN,27,,
1135,4ql9-B,7.5,2.6,98,166,10,ALKYLHYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,,
1136,4gxz-A,7.5,2.4,90,178,17,SUPPRESSION,OF,COPPER,SENSITIVITY,PROTEIN,,
1137,5coh-A,7.5,2.5,83,231,18,FRNE,PROTEIN,,,,,
1138,3hjp-A,7.5,2.7,99,158,14,"PEROXIREDOXIN,",BACTERIOFERRITIN,COMIGRATORY,PROTE,,,
1139,5xbs-D,7.5,2.9,101,236,20,PEROXIREDOXIN,,,,,,
1140,3a2w-J,7.5,2.6,103,244,17,PROBABLE,PEROXIREDOXIN,,,,,
1141,5b6n-B,7.5,2.7,103,221,13,PEROXIREDOXIN-6,,,,,,
1142,5b6n-E,7.5,2.8,104,221,13,PEROXIREDOXIN-6,,,,,,
1143,6krp-C,7.5,2.7,103,244,17,PEROXIREDOXIN,,,,,,
1144,2dbc-A,7.5,2.8,97,135,16,UNNAMED,PROTEIN,PRODUCT,,,,
1145,1xcc-D,7.5,2.6,101,216,14,1-CYS,PEROXIREDOXIN,,,,,
1146,6feu-C,7.5,2.7,104,215,16,PEROXIREDOXIN,,,,,,
1147,6feu-F,7.5,2.7,104,215,16,PEROXIREDOXIN,,,,,,
1148,6gww-C,7.5,2.5,103,215,16,PEROXIREDOXIN,,,,,,
